"2015","Newfoundland and Labrador","2021A000210","College","Education [1]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464002","2.2.2.1.3","","..","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Visual and performing arts, and communications technologies [2]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464017","2.2.3.1.3","","..","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Humanities [3]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464032","2.2.4.1.3","","..","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Social and behavioural sciences and law [4]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464047","2.2.5.1.3","100","A","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Business, management and public administration [5]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464062","2.2.6.1.3","100","A","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Physical and life sciences and technologies [6]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464077","2.2.7.1.3","","..","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Mathematics, computer and information sciences [7]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464092","2.2.8.1.3","100","E","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Architecture, engineering, and related trades [8]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464107","2.2.9.1.3","100","A","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Agriculture, natural resources and conservation [9]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464122","2.2.10.1.3","","x","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Health and related fields [10]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464137","2.2.11.1.3","100","A","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","Personal, protective and transportation services [11]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464152","2.2.12.1.3","100","E","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","All fields of study - STEM [a]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464182","2.2.14.1.3","100","A","","","0"
"2015","Newfoundland and Labrador","2021A000210","College","All fields of study - BHASE [b]","Total - Gender","Work-integrated learning (WIL) was a mandatory requirement of program","Percent","239","units","0","v1583464197","2.2.15.1.3","99","A","","","0"
